student_id,enrollment_date,name,age,gender,department,course,semester,gpa,attendance_pct,assignments_submitted,hours_studied_weekly,scholarship,placement_status,salary_offered
STU-004405,2022-07-07,Student_4405,27,Male,MBA,M.Tech,2.0,7.65,87.27852140230127,1,,0,Internship,1200000
STU-004406,2022-09-15,Student_4406,18, Male ,EE,M.Tech,7.0,8.57,96.6208303906927,5,2.0,5000,Placed,0
STU-004407,2021-03-03,Student_4407,26,Male,EE,PhD,1.0,8.48,53.940780490732756,9,27.0,10000,Not Placed,800000
STU-004408,2022-05-13,Student_4408,25,Non-binary,EE,PhD,5.0,3.04,47.53745210936687,1,47.0,5000,Not Placed,0
STU-004409,2019-11-21,Student_4409,23,Non-binary,Civil,M.Tech,4.0,9.18,61.39957024634294,8,48.0,5000,Not Placed,500000
STU-004410,2022-04-22,Student_4410,22,Non-binary,ME,B.Tech,5.0,3.1,58.11425195349885,2,4.0,20000,Placed,0
STU-004411,2020-05-30,Student_4411,23,Female,ME,MBA,4.0,9.49,99.02874237372197,14,38.0,0,Not Placed,500000
STU-004412,2020-01-04,Student_4412,23,Male,CS,PhD,4.0,2.27,54.09276923667437,4,43.0,10000,Placed,800000
STU-004413,2021-12-20,Student_4413,24,Female,ME,MBA,4.0,7.32,41.37537135385753,10,7.0,5000,Internship,0
STU-004414,2022-09-01,Student_4414,22,Male,ME,M.Tech,4.0,3.02,84.50848270873055,1,29.0,20000,Not Placed,0
STU-004415,2021-11-07,Student_4415,29,Non-binary,Civil,PhD,7.0,8.53,80.359671599932,17,32.0,5000,Placed,300000
STU-004416,2022-12-28,Student_4416,26,Female,MBA,MBA,8.0,5.3,60.994240736552406,9,44.0,5000,Placed,0
STU-004417,2022-09-24,Student_4417,24,Non-binary,CS,B.Tech,5.0,5.57,46.535298995499296,13,,5000,Internship,800000
STU-004418,2019-12-19,Student_4418,20,Female,Civil,MBA,5.0,5.36,56.83286584441705,4,1.0,0,Placed,1200000
STU-004419,2022-10-26,Student_4419,19,Female,ME,M.Tech,1.0,5.96,70.97311742458172,5,0.0,5000,Internship,300000
STU-004420,2019-04-09,Student_4420,21,Male,EE,M.Tech,1.0,2.27,71.35939644045712,10,6.0,20000,Internship,1200000
STU-004421,2020-02-06,Student_4421,26,Non-binary,EE,B.Tech,1.0,8.15,84.09506678809093,17,45.0,5000,Internship,300000
STU-004422,2020-08-08,Student_4422,18,Non-binary,CS,B.Tech,3.0,9.55,74.99657292942302,2,42.0,0,Placed,0
STU-004423,2019-08-28,Student_4423,22,Non-binary,ME,PhD,1.0,6.79,86.53328091957152,15,3.0,5000,Placed,800000
STU-004424,2019-10-26,Student_4424,26,Female,ME,M.Tech,4.0,4.43,81.61997593990665,8,47.0,10000,Placed,0
STU-004425,2021-02-22,Student_4425,28,Non-binary,Civil,PhD,5.0,3.45,97.92067531452926,6,24.0,5000,Placed,800000
STU-004426,2022-04-06,Student_4426,22,Non-binary,CS,PhD,7.0,4.95,66.63357292459776,10,19.0,0,Not Placed,800000
STU-004427,2020-11-15,Student_4427,22,Male,CS,PhD,8.0,7.18,59.5986847795085,8,35.0,0,Internship,500000
STU-004428,2019-04-21,Student_4428,27,Female,EE,MBA,5.0,5.17,49.085406778688,17,36.0,0,Internship,300000
STU-004429,2020-10-19,Student_4429,25,Male,Civil,PhD,2.0,8.46,54.487336026494525,14,24.0,10000,Internship,4000000
STU-004430,2022-02-06,Student_4430,26,Male,MBA,PhD,7.0,9.52,40.95446918659242,10,15.0,0,Internship,1200000
STU-004431,2019-10-27,Student_4431,25,Male,CS,PhD,5.0,3.89,77.0122711432455,7,38.0,0,Internship,800000
STU-004432,2020-10-20,Student_4432,27,Female,EE,B.Tech,6.0,3.35,47.372103752922,12,45.0,20000,Internship,300000
STU-004433,2020-05-25,Student_4433,23,Female,Civil,B.Tech,6.0,5.31,67.12110026785341,12,9.0,20000,Placed,300000
STU-004434,2022-07-21,Student_4434,18,Male,MBA,B.Tech,7.0,7.24,91.86589957465054,9,27.0,10000,Not Placed,300000
STU-004435,2021-04-28,Student_4435,27,Non-binary,MBA,B.Tech,2.0,7.89,72.85817026785293,18,20.0,20000,Placed,0
STU-004436,2020-04-08,Student_4436,19,Non-binary,EE,M.Tech,3.0,3.85,76.95397927852785,6,25.0,20000,Not Placed,500000
STU-004437,2019-03-14,Student_4437,18,Male,CS,B.Tech,3.0,3.93,50.57370293413547,15,,5000,Internship,500000
STU-004438,2021-03-06,Student_4438,20,Male,Civil,PhD,6.0,6.35,46.45597764711182,9,13.0,10000,Not Placed,1200000
STU-004439,2021-09-17,Student_4439,22,Non-binary,EE,B.Tech,5.0,4.85,51.198039612557665,4,40.0,5000,Internship,500000
STU-004440,2021-10-01,Student_4440,25,Male,Civil,M.Tech,7.0,4.39,67.05668280535501,3,12.0,0,Placed,1200000
STU-004441,2022-06-12,Student_4441,21,Male,EE,MBA,8.0,6.17,42.8342308096531,1,39.0,5000,Not Placed,1200000
STU-004442,2022-01-05,Student_4442,25,Non-binary,EE,PhD,2.0,8.67,70.5517770041454,0,41.0,0,Internship,300000
STU-004443,2020-04-26,Student_4443,26,Non-binary,MBA,MBA,2.0,6.11,94.77650696260162,12,7.0,0,Placed,0
STU-004444,2020-01-03,Student_4444,19,Non-binary,EE,B.Tech,6.0,9.28,54.45197479264778,10,47.0,20000,Internship,1200000
STU-004445,2019-07-23,Student_4445,25,Non-binary,EE,M.Tech,3.0,2.98,75.82070529150758,7,11.0,10000,Not Placed,0
STU-004446,2022-09-17,Student_4446,29,Non-binary,MBA,M.Tech,7.0,9.18,43.316477138142396,11,37.0,5000,Not Placed,500000
STU-004447,2021-11-07,Student_4447,22,Non-binary,CS,B.Tech,4.0,9.55,80.08528425049234,11,10.0,10000,Internship,1200000
STU-004448,2022-11-18,Student_4448,23,Non-binary,ME,M.Tech,3.0,9.23,74.44408666711456,1,1.0,0,Not Placed,300000
STU-004449,2021-10-14,Student_4449,21,Female,Civil,B.Tech,6.0,3.36,96.38892178234192,5,29.0,0,Placed,500000
STU-004450,2020-07-03,Student_4450,22,Male,ME,M.Tech,1.0,3.82,59.35143354727828,10,46.0,5000,Internship,800000
STU-004451,2022-07-29,Student_4451,28,Female,Civil,MBA,8.0,6.98,91.08262549353421,3,47.0,10000,Internship,1200000
STU-004452,2022-05-29,Student_4452,22,Female,MBA,M.Tech,7.0,9.13,60.069111978434414,8,17.0,0,Internship,800000
STU-004453,2022-04-11,Student_4453,19,Non-binary,Civil,B.Tech,2.0,2.09,83.49596692210558,10,41.0,0,Not Placed,300000
STU-004454,2022-11-15,Student_4454,27,Non-binary,EE,MBA,5.0,8.4,57.85670008102704,0,13.0,10000,Not Placed,1200000
STU-004455,2022-12-09,Student_4455,24,Non-binary,ME,M.Tech,5.0,6.62,97.89165609812855,15,49.0,5000,Internship,1200000
STU-004456,2021-02-09,Student_4456,25,Male,EE,MBA,6.0,4.77,92.2818235776164,16,28.0,10000,Internship,300000
STU-004457,2019-03-19,Student_4457,28,Non-binary,CS,PhD,2.0,7.69,72.13313991932543,18,39.0,5000,Internship,1200000
STU-004458,2021-09-11,Student_4458,25,Non-binary,Civil,MBA,6.0,6.13,95.07795510799534,9,48.0,5000,Internship,800000
STU-004459,2019-07-21,Student_4459,20,Non-binary,EE,PhD,3.0,3.39,62.44754627500375,13,23.0,5000,Not Placed,1200000
STU-004460,2021-04-10,Student_4460,23,Non-binary,EE,PhD,3.0,2.53,78.74038852798132,17,2.0,10000,Placed,0
STU-004461,2021-12-18,Student_4461,19,Non-binary,EE,M.Tech,6.0,5.71,89.21673054285057,18,13.0,5000,Internship,1200000
STU-004462,2020-04-03,Student_4462,20,Male,Civil,B.Tech,2.0,6.56,52.35445046706424,13,17.0,10000,Internship,800000
STU-004463,2022-07-18,Student_4463,24,Male,EE,B.Tech,6.0,4.92,84.39361485880988,19,20.0,5000,Placed,800000
STU-004464,2019-01-03,Student_4464,23,Male,ME,MBA,1.0,4.45,44.43870531354244,8,3.0,20000,Internship,1200000
STU-004465,2019-11-15,Student_4465,20,Female,Civil,B.Tech,6.0,4.77,85.56020541244212,0,22.0,20000,Placed,0
STU-004466,2021-09-22,Student_4466,24,Male,ME,M.Tech,5.0,9.37,93.71311874475512,8,43.0,5000,Internship,500000
STU-004467,2021-06-27,Student_4467,25,Non-binary,ME,MBA,2.0,2.21,45.18499585632087,6,41.0,10000,Internship,1200000
STU-004468,2020-03-08,Student_4468,22,Male,ME,B.Tech,7.0,5.15,64.69424699203421,6,37.0,20000,Not Placed,300000
STU-004469,2022-01-07,Student_4469,24,Male,ME,MBA,,7.94,43.24508421009043,14,21.0,5000,Internship,0
STU-004470,2020-09-15,Student_4470,23,Non-binary,EE,PhD,8.0,3.87,91.19968179261708,15,0.0,5000,Internship,800000
STU-004471,2020-07-09,Student_4471,18,Male,MBA,MBA,8.0,5.03,74.97238675527785,17,8.0,0,Placed,0
STU-004472,2022-05-01,Student_4472,28,Female,Civil,B.Tech,4.0,6.24,97.96942617379177,0,25.0,20000,Not Placed,800000
STU-004473,2019-09-25,Student_4473,18,Male,CS,MBA,7.0,9.57,48.645343077713,10,12.0,20000,Not Placed,300000
STU-004474,2020-07-12,Student_4474,24,Male,Civil,MBA,6.0,6.55,98.79830850963882,11,5.0,10000,Internship,500000
STU-004475,2021-12-05,Student_4475,28,Non-binary,MBA,MBA,3.0,8.37,59.0015818002943,12,43.0,20000,Internship,500000
STU-004476,2021-04-07,Student_4476,22,Male,CS,PhD,7.0,3.96,81.93483939771036,7,8.0,10000,Internship,800000
STU-004477,2020-04-26,Student_4477,28,Male,ME,MBA,6.0,5.04,76.67815516217085,1,16.0,10000,Internship,0
STU-004478,2020-09-27,Student_4478,19,Non-binary,Civil,B.Tech,2.0,3.09,67.31500467114145,0,36.0,0,Internship,500000
STU-004479,2022-04-01,Student_4479,21,Non-binary,ME,PhD,1.0,6.71,69.79593575993235,2,7.0,20000,Not Placed,500000
STU-004480,2020-12-13,Student_4480,24,Male,EE,PhD,3.0,8.23,60.439630257612585,17,4.0,0,Not Placed,0
STU-004481,2020-02-13,Student_4481,26,Male,EE,B.Tech,2.0,3.96,68.75567706427739,7,42.0,10000,Placed,0
STU-004482,2019-09-23,Student_4482,21,Non-binary,CS,B.Tech,2.0,4.6,53.98169926007667,19,32.0,0,Internship,800000
STU-004483,2020-07-15,Student_4483,27,Male,CS,MBA,8.0,8.97,45.22521572703516,15,22.0,0,Not Placed,0
STU-004484,2020-05-21,Student_4484,28,Male,CS,PhD,1.0,2.04,90.14318488632829,8,21.0,5000,Not Placed,500000
STU-004485,2019-03-22,Student_4485,24,Male,ME,B.Tech,6.0,6.73,59.51153780201039,1,13.0,20000,Placed,300000
STU-004486,2021-02-03,Student_4486,23,Non-binary,ME,PhD,6.0,6.15,83.07067529584756,4,3.0,5000,Internship,300000
STU-004487,2021-10-30,Student_4487,25,Male,MBA,M.Tech,4.0,7.23,89.17489406127663,9,31.0,5000,Not Placed,300000
STU-004488,2021-12-01,Student_4488,18,Non-binary,Civil,M.Tech,1.0,5.63,49.06818520642846,7,16.0,20000,Internship,300000
STU-004489,2021-07-19,Student_4489,27,Female,Civil,M.Tech,6.0,4.24,98.09658678876889,11,44.0,5000,Placed,800000
STU-004490,2020-08-29,Student_4490,19,Female,ME,PhD,3.0,5.72,85.10684948851554,7,19.0,20000,Internship,800000
STU-004491,2022-05-11,Student_4491,27,Male,ME,PhD,7.0,4.32,44.53401277297211,17,20.0,0,Not Placed,500000
STU-004492,2021-08-28,Student_4492,25,Male,EE,B.Tech,3.0,2.86,53.66127012126117,0,4.0,20000,Internship,800000
STU-004493,2023-01-29,Student_4493,22,Male,MBA,MBA,6.0,3.46,87.7646046659605,35,42.0,0,Not Placed,0
STU-004494,2022-07-08,Student_4494,26,Female,EE,M.Tech,7.0,5.29,59.484894018224985,8,24.0,20000,Placed,800000
STU-004495,2020-07-20,Student_4495,18,Female,EE,B.Tech,4.0,5.91,45.92696602471585,1,20.0,20000,Placed,1200000
STU-004496,2022-01-14,Student_4496,23,Female,CS,PhD,2.0,7.5,53.918966694990495,2,,20000,Placed,300000
STU-004497,2022-11-16,Student_4497,28,Non-binary,EE,MBA,1.0,7.19,84.1111367683104,1,42.0,10000,Not Placed,0
STU-004498,2020-04-14,Student_4498,27,Male,ME,PhD,4.0,5.53,64.01022420301217,17,40.0,0,Placed,300000
STU-004499,2022-05-18,Student_4499,23,Male,Civil,MBA,8.0,7.69,97.1394233439992,10,13.0,10000,Not Placed,500000
STU-004500,2021-02-28,Student_4500,22,Female,ME,B.Tech,4.0,8.93,65.80049345227906,7,29.0,0,Placed,0
STU-004501,2020-07-23,Student_4501,18,Non-binary,EE,B.Tech,1.0,5.21,91.63113214390623,5,0.0,20000,Internship,0
STU-004502,2020-07-09,Student_4502,20,Female,CS,MBA,1.0,4.96,72.37425894927205,19,34.0,10000,Placed,500000
STU-004503,2021-12-10,Student_4503,24,Non-binary,CS,B.Tech,,9.99,57.97609759504991,1,46.0,5000,Not Placed,500000
STU-004504,2022-11-13,Student_4504,21,Female,ME,MBA,5.0,4.91,44.63068310352794,11,2.0,20000,Internship,800000
STU-004505,2019-12-13,Student_4505,24,Non-binary,EE,B.Tech,2.0,8.73,74.28852996253156,14,27.0,10000,Internship,500000
STU-004506,2020-09-24,Student_4506,22,Male,MBA,M.Tech,7.0,7.27,43.11438932880291,3,22.0,5000,Placed,500000
STU-004507,2021-11-08,Student_4507,20,Male,ME,PhD,6.0,7.24,70.37033410987524,17,44.0,10000,Not Placed,1200000
STU-004508,2021-03-14,Student_4508,22,Male,EE,B.Tech,6.0,6.64,43.82435542571005,7,32.0,5000,Not Placed,300000
STU-004509,2021-08-17,Student_4509,25,Female,CS,M.Tech,4.0,9.07,71.10388135858292,6,17.0,10000,Internship,300000
STU-004510,2019-03-10,Student_4510,28,Non-binary,CS,PhD,7.0,2.73,51.54990815798803,7,49.0,20000,Not Placed,1200000
STU-004511,2021-06-16,Student_4511,25,Non-binary,Civil,MBA,5.0,4.96,60.985535222073224,15,6.0,5000,Not Placed,300000
STU-004512,2022-03-25,Student_4512,22,Female,ME,MBA,1.0,4.82,55.22790519769908,15,33.0,10000,Internship,800000
STU-004513,2021-04-25,Student_4513,22,Female,CS,MBA,4.0,2.23,78.78692775913402,18,46.0,10000,Not Placed,800000
STU-004514,2019-03-06,Student_4514,27,Male,Civil,PhD,,4.2,83.747713828978,0,26.0,20000,Not Placed,0
STU-004515,2022-12-08,Student_4515,19,Female,ME,M.Tech,3.0,8.72,76.9383530360747,6,36.0,0,Placed,800000
STU-004516,2019-11-12,Student_4516,27,Male,ME,MBA,8.0,2.74,62.85514450021485,7,48.0,0,Not Placed,1200000
STU-004517,2019-09-23,Student_4517,27,Male,EE,PhD,5.0,9.97,82.78971593678463,2,35.0,0,Placed,500000
STU-004518,2019-10-30,Student_4518,22,Female,ME,PhD,4.0,6.7,71.7300029436404,12,1.0,20000,Placed,0
STU-004519,2022-10-24,Student_4519,29,Non-binary,CS,B.Tech,6.0,7.8,78.73539385796118,6,16.0,10000,Internship,0
STU-004520,2021-08-28,Student_4520,23,Female,EE,M.Tech,8.0,9.25,55.81543699703903,3,1.0,10000,Placed,1200000
STU-004521,2019-02-17,Student_4521,29,Female,MBA,M.Tech,4.0,4.46,58.62246521361908,12,20.0,0,Internship,800000
STU-004522,2019-06-04,Student_4522,20,Female,ME,B.Tech,1.0,6.17,84.38811927825357,3,41.0,5000,Not Placed,500000
STU-004523,2022-05-02,Student_4523,27,Non-binary,ME,MBA,5.0,7.44,59.65550700434501,7,19.0,20000,Placed,300000
STU-004524,2021-11-27,Student_4524,19,Non-binary,Civil,B.Tech,4.0,8.41,58.34402354856495,17,42.0,10000,Internship,300000
STU-004525,2022-11-23,Student_4525,21,Male,EE,MBA,5.0,7.47,43.30391918731681,2,30.0,20000,Not Placed,0
STU-004526,2020-06-22,Student_4526,25,Non-binary,CS,PhD,1.0,9.73,88.98414008323535,10,19.0,5000,Not Placed,300000
STU-004527,2020-05-06,Student_4527,125,Female,MBA,M.Tech,5.0,4.02,73.0858919948038,19,20.0,5000,Placed,0
STU-004528,2019-09-23,Student_4528,28,Male,EE,PhD,1.0,9.77,98.55821173944905,13,9.0,5000,Internship,500000
STU-004529,2022-01-20,Student_4529,25,Male,MBA,MBA,6.0,6.84,94.15053819132737,9,44.0,5000,Not Placed,800000
STU-004530,2021-11-10,Student_4530,20,Non-binary,Civil,B.Tech,6.0,9.2,45.97159762803476,4,0.0,0,Not Placed,0
STU-004531,2021-03-16,Student_4531,24,Male,EE,M.Tech,8.0,3.29,64.97267378405614,1,10.0,10000,Internship,500000
STU-004532,2021-09-24,Student_4532,21,Female,MBA,M.Tech,4.0,4.94,79.05039196098262,3,10.0,10000,Placed,800000
STU-004533,2020-09-25,Student_4533,28,Male,ME,B.Tech,5.0,3.74,63.63527617009839,8,43.0,5000,Placed,0
STU-004534,2022-01-24,Student_4534,19,Non-binary,MBA,PhD,6.0,7.17,91.36521670673694,5,41.0,5000,Internship,800000
STU-004535,2019-08-30,Student_4535,27,Male,EE,PhD,8.0,2.11,76.03464399530411,2,8.0,5000,Not Placed,1200000
STU-004536,2022-09-09,Student_4536,28,Non-binary,EE,M.Tech,3.0,3.16,56.913423213508075,16,31.0,5000,Not Placed,0
STU-004537,2019-04-07,Student_4537,29,Female,ME,PhD,8.0,5.3,84.50627150883776,5,42.0,10000,Internship,1200000
STU-004538,2023-01-22,Student_4538,25,Female,MBA,PhD,8.0,6.11,60.75769954489472,9,12.0,10000,Placed,0
STU-004539,2022-07-15,Student_4539,23,Female,ME,B.Tech,8.0,5.75,73.59862017020762,3,47.0,10000,Not Placed,0
STU-004540,2020-05-19,Student_4540,28,Male,ME,MBA,7.0,9.69,77.50855212225972,14,25.0,5000,Internship,0
STU-004541,2021-03-30,Student_4541,20,Female,MBA,MBA,2.0,9.24,50.322144377551425,3,9.0,5000,Internship,1200000
STU-004542,2020-03-09,Student_4542,25,Male,EE,PhD,2.0,8.37,77.29284437183242,12,6.0,10000,Placed,1200000
STU-004543,2020-09-23,Student_4543,19,Female,ME,MBA,8.0,6.28,75.03133528703476,18,22.0,5000,Internship,800000
STU-004544,2020-12-03,Student_4544,19,Non-binary,Civil,PhD,2.0,6.41,46.49864799577101,5,44.0,0,Placed,1200000
STU-004545,2021-04-08,Student_4545,28,Male,MBA,M.Tech,4.0,4.17,48.524852020563735,4,48.0,0,Placed,500000
STU-004546,2019-04-18,Student_4546,19,Male,CS,MBA,6.0,7.5,48.59331856013846,15,32.0,10000,Internship,800000
STU-004547,2019-12-29,Student_4547,21,Non-binary,MBA,M.Tech,7.0,7.1,64.54289585048564,12,7.0,10000,Placed,0
STU-004548,2021-06-17,Student_4548,27,Female,MBA,B.Tech,7.0,5.59,49.80875587540191,14,32.0,0,Placed,800000
STU-004549,2020-05-19,Student_4549,20,Non-binary,MBA,PhD,7.0,5.74,45.6667845524288,12,21.0,20000,Not Placed,800000
STU-004550,2019-09-26,Student_4550,19,Male,CS,MBA,3.0,8.27,65.0255975616727,5,47.0,0,Placed,800000
STU-004551,2020-02-02,Student_4551,20,Non-binary,CS,PhD,,7.5,54.785489060999325,10,19.0,0,Internship,1200000
STU-004552,2022-01-28,Student_4552,25,Female,MBA,MBA,8.0,2.49,96.77454531043884,14,0.0,5000,Not Placed,0
STU-004553,2022-09-26,Student_4553,19,Male,EE,PhD,7.0,2.98,41.94299773258448,7,4.0,20000,Internship,1200000
STU-004554,2022-01-01,Student_4554,29,Non-binary,EE,PhD,3.0,9.06,80.5411770050868,17,17.0,5000,Not Placed,800000
STU-004555,2022-09-29,Student_4555,18,Non-binary,EE,MBA,8.0,5.7,80.78317245588303,14,40.0,0,Placed,1200000
STU-004556,2021-02-04,Student_4556,21,Male,MBA,MBA,7.0,6.13,62.86793030607295,12,0.0,10000,Not Placed,800000
STU-004557,2019-08-30,Student_4557,29,Male,MBA,M.Tech,4.0,8.07,84.62609383509837,11,32.0,10000,Placed,1200000
STU-004558,2022-10-30,Student_4558,19,Non-binary,ME,B.Tech,5.0,7.59,48.76755989059732,1,40.0,5000,Not Placed,500000
STU-004559,2020-11-02,Student_4559,18,Male,EE,B.Tech,6.0,4.58,45.830330565916704,5,0.0,20000,Placed,300000
STU-004560,2021-03-09,Student_4560,19,Male,CS,MBA,2.0,7.44,79.96440161798553,11,49.0,10000,Internship,0
STU-004561,2019-08-30,Student_4561,21,Male,EE,MBA,5.0,8.5,47.78318400823403,7,40.0,5000,Placed,300000
STU-004562,2022-02-24,Student_4562,20,Male,Civil,MBA,7.0,9.52,58.97006747719147,19,36.0,20000,Internship,800000
STU-004563,2021-12-19,Student_4563,28,Female,ME,MBA,7.0,6.18,80.28915854469035,6,25.0,10000,Internship,500000
STU-004564,2019-12-16,Student_4564,27,Male,EE,PhD,2.0,7.52,44.99990215387001,0,28.0,10000,Not Placed,300000
STU-004565,2020-12-14,Student_4565,25,Male,ME,B.Tech,4.0,9.04,80.93770333757658,9,1.0,0,Not Placed,1200000
STU-004566,2019-03-22,Student_4566,20,Non-binary,Civil,PhD,3.0,6.75,80.82980046950156,11,21.0,10000,Placed,300000
STU-004567,2021-04-16,Student_4567,28,Non-binary,EE,B.Tech,6.0,8.73,57.76662203543171,5,44.0,20000,Placed,500000
STU-004568,2020-11-11,Student_4568,27,Female,MBA,B.Tech,5.0,7.91,85.72168028788981,10,16.0,0,Not Placed,800000
STU-004569,2019-12-05,Student_4569,28,Male,ME,MBA,2.0,4.84,45.30933384496353,7,1.0,0,Placed,800000
STU-004570,2021-01-03,Student_4570,18,Male,CS,B.Tech,2.0,8.47,88.85688845493004,4,45.0,5000,Placed,300000
STU-004571,2022-04-07,Student_4571,22,Male,ME,MBA,6.0,5.02,61.276449292677526,19,30.0,0,Placed,0
STU-004572,2021-12-27,Student_4572,28,Male,EE,B.Tech,7.0,5.37,43.92048833148773,0,29.0,0,Internship,1200000
STU-004573,2019-12-04,Student_4573,20,Male,Civil,MBA,7.0,8.03,53.79719608925591,2,34.0,20000,Placed,500000
STU-004574,2022-12-01,Student_4574,25,Non-binary,CS,M.Tech,3.0,7.41,59.192770366243074,1,47.0,20000,Not Placed,500000
STU-004575,2022-01-18,Student_4575,28,Non-binary,MBA,B.Tech,4.0,4.6,60.38709595043153,19,46.0,20000,Placed,1200000
STU-004576,2021-06-17,Student_4576,19,Non-binary,MBA,B.Tech,2.0,2.79,71.44285259246529,17,36.0,0,Internship,1200000
STU-004577,2022-03-02,Student_4577,29,Male,Civil,B.Tech,2.0,9.72,42.520935616749675,7,30.0,20000,Internship,500000
STU-004578,2019-11-15,Student_4578,24,Male,MBA,B.Tech,4.0,7.02,43.35262346098267,4,10.0,10000,Placed,500000
STU-004579,2020-06-29,Student_4579,28,Male,MBA,PhD,5.0,8.59,58.172225695741645,13,16.0,5000,Internship,300000
STU-004580,2019-06-27,Student_4580,26,Male,ME,M.Tech,5.0,2.11,62.172885469062365,13,17.0,10000,Placed,500000
STU-004581,2019-11-07,Student_4581,24,Female,Civil,M.Tech,1.0,3.21,86.88617652399103,3,3.0,10000,Placed,500000
STU-004582,2019-09-19,Student_4582,28,Male,Civil,MBA,3.0,5.02,61.051736341877614,11,37.0,0,Not Placed,300000
STU-004583,2021-07-23,Student_4583,21,Non-binary,Civil,MBA,2.0,2.28,71.93025870853988,2,35.0,20000,Not Placed,300000
STU-004584,2022-08-22,Student_4584,28,Male,Civil,MBA,4.0,4.92,49.407307883890795,9,9.0,5000,Not Placed,1200000
STU-004585,2020-07-30,Student_4585,20,Female,Civil,MBA,4.0,9.71,89.65833611243539,9,42.0,5000,Internship,300000
STU-004586,2021-04-08,Student_4586,25,Non-binary,EE,PhD,6.0,5.92,69.95698374391048,6,17.0,10000,Internship,800000
STU-004587,2021-12-25,Student_4587,28,Male,ME,B.Tech,1.0,3.11,56.9619002881417,5,27.0,10000,Placed,0
STU-004588,2022-12-16,Student_4588,25,Female,CS,B.Tech,4.0,6.59,78.48674580201472,8,2.0,10000,Placed,1200000
STU-004589,2020-04-03,Student_4589,21,Male,MBA,M.Tech,1.0,8.03,43.09364615103369,11,8.0,5000,Not Placed,500000
STU-004590,2019-05-31,Student_4590,21,Non-binary,CS,B.Tech,3.0,7.33,62.3864811148777,7,23.0,0,Not Placed,500000
STU-004591,2020-05-05,Student_4591,28,Male,MBA,M.Tech,6.0,6.65,50.70155181881176,2,22.0,20000,Placed,0
STU-004592,2020-01-01,Student_4592,18,Female,Civil,PhD,8.0,5.88,62.28895848754179,8,23.0,0,Internship,300000
STU-004593,2021-12-15,Student_4593,23,Non-binary,ME,B.Tech,5.0,6.84,48.57875428872181,1,9.0,20000,Placed,0
STU-004594,2022-10-20,Student_4594,26,Female,ME,PhD,4.0,2.96,99.86780960597865,14,2.0,5000,Placed,1200000
STU-004595,2022-12-12,Student_4595,22,Female,EE,M.Tech,7.0,7.16,95.14011327624547,5,14.0,20000,Not Placed,0
STU-004596,2022-03-02,Student_4596,24,Male,Civil,M.Tech,5.0,2.71,63.318073000818416,2,27.0,5000,Not Placed,800000
STU-004597,2022-08-29,Student_4597,27,Non-binary,Civil,PhD,2.0,5.95,91.46606212947547,18,37.0,0,Placed,800000
STU-004598,2020-09-07,Student_4598,26,Male,CS,PhD,3.0,4.8,75.89352457032267,18,31.0,0,Not Placed,300000
STU-004599,2019-01-05,Student_4599,25,Male,MBA,B.Tech,7.0,7.04,62.313381618879646,3,36.0,10000,Internship,1200000
STU-004600,2020-02-01,Student_4600,20,Male,ME,MBA,6.0,2.34,97.3321291483037,75,44.0,10000,Placed,500000
STU-004601,2021-11-18,Student_4601,27,Non-binary,EE,B.Tech,3.0,9.69,49.94669719658224,6,30.0,20000,Not Placed,800000
STU-004602,2019-06-13,Student_4602,22,Female,MBA,PhD,5.0,5.18,64.39501488697564,0,32.0,20000,Internship,1200000
STU-004603,2020-11-19,Student_4603,26,Non-binary,CS,M.Tech,3.0,7.18,94.52391027160934,16,36.0,0,Not Placed,800000
STU-004604,2021-01-20,Student_4604,29,Male,Civil,M.Tech,3.0,3.32,48.73375212709714,5,31.0,10000,Placed,800000
STU-004605,2022-04-25,Student_4605,21,Male,CS,PhD,1.0,8.11,85.42800755128664,2,10.0,10000,Not Placed,300000
STU-004606,2020-10-20,Student_4606,24,Male,CS,MBA,2.0,9.67,40.90138448702254,7,26.0,0,Internship,800000
STU-004607,2021-08-24,Student_4607,25,Male,CS,MBA,1.0,5.97,99.7755547058919,6,33.0,20000,Not Placed,1200000
STU-004608,2019-12-12,Student_4608,28,Female,CS,B.Tech,5.0,5.27,86.51524866929574,17,20.0,10000,Placed,1200000
STU-004609,2022-10-20,Student_4609,26,Male,ME,M.Tech,8.0,8.72,86.71047420060674,4,33.0,0,Not Placed,500000
STU-004610,2021-06-02,Student_4610,24,Non-binary,Civil,MBA,7.0,2.08,55.68169528588537,6,0.0,5000,Not Placed,300000
STU-004611,2020-10-13,Student_4611,21,Non-binary,CS,PhD,2.0,7.98,49.26848153201601,16,41.0,0,Placed,500000
STU-004612,2020-07-13,Student_4612,26,Non-binary,CS,M.Tech,4.0,7.29,96.19036346963003,16,41.0,5000,Placed,300000
STU-004613,2019-03-04,Student_4613,18,Male,MBA,MBA,3.0,2.98,56.14233052156179,4,39.0,0,Internship,500000
STU-004614,2020-11-24,Student_4614,29,Non-binary,ME,PhD,3.0,8.8,63.68987874037141,18,19.0,20000,Placed,0
STU-004615,2021-02-12,Student_4615,21,Female,CS,M.Tech,2.0,8.6,92.77714918250943,5,10.0,20000,Internship,500000
STU-004616,2022-07-12,Student_4616,25,Female,MBA,M.Tech,1.0,8.08,98.2461735585558,16,24.0,0,Internship,500000
